,ctime,activePower,label
0,2019-12-07 18:01:00,0.0,0
1,2019-12-07 18:02:00,0.0,0
2,2019-12-07 18:03:00,0.0,0
3,2019-12-07 18:04:00,0.0,0
4,2019-12-07 18:05:00,0.0,0
5,2019-12-07 18:06:00,0.0,0
6,2019-12-07 18:07:00,0.0,0
7,2019-12-07 18:08:00,0.0,0
8,2019-12-07 18:09:00,0.0,0
9,2019-12-07 18:10:00,0.0,0
10,2019-12-07 18:11:00,0.0,0
11,2019-12-07 18:12:00,0.0,0
12,2019-12-07 18:13:00,0.0,0
13,2019-12-07 18:14:00,0.0,0
14,2019-12-07 18:15:00,0.0,0
15,2019-12-07 18:16:00,0.0,0
16,2019-12-07 18:17:00,0.0,0
17,2019-12-07 18:18:00,0.0,0
18,2019-12-07 18:19:00,0.0,0
19,2019-12-07 18:20:00,0.0,0
20,2019-12-07 18:21:00,0.0,0
21,2019-12-07 18:22:00,0.0,0
22,2019-12-07 18:23:00,0.0,0
23,2019-12-07 18:24:00,0.0,0
24,2019-12-07 18:25:00,0.0,0
25,2019-12-07 18:26:00,0.0,0
26,2019-12-07 18:27:00,0.0,0
27,2019-12-07 18:28:00,0.0,0
28,2019-12-07 18:29:00,0.0,0
29,2019-12-07 18:30:00,0.0,0
30,2019-12-07 18:31:00,0.0,0
31,2019-12-07 18:32:00,0.0,0
32,2019-12-07 18:33:00,0.0,0
33,2019-12-07 18:34:00,0.0,0
34,2019-12-07 18:35:00,0.0,0
35,2019-12-07 18:36:00,0.0,0
36,2019-12-07 18:37:00,0.0,0
37,2019-12-07 18:38:00,0.0,0
38,2019-12-07 18:39:00,0.0,0
39,2019-12-07 18:40:00,0.0,0
40,2019-12-07 18:41:00,0.0,0
41,2019-12-07 18:42:00,0.0,0
42,2019-12-07 18:43:00,0.0,0
43,2019-12-07 18:44:00,0.0,0
44,2019-12-07 18:45:00,0.0,0
45,2019-12-07 18:46:00,0.0,0
46,2019-12-07 18:47:00,0.0,0
47,2019-12-07 18:48:00,0.0,0
48,2019-12-07 18:49:00,0.0,0
49,2019-12-07 18:50:00,0.0,0
50,2019-12-07 18:51:00,0.0,0
51,2019-12-07 18:52:00,0.0,0
52,2019-12-07 18:53:00,0.0,0
53,2019-12-07 18:54:00,0.0,0
54,2019-12-07 18:55:00,0.0,0
55,2019-12-07 18:56:00,0.0,0
56,2019-12-07 18:57:00,0.0,0
57,2019-12-07 18:58:00,0.0,0
58,2019-12-07 18:59:00,0.0,0
59,2019-12-07 19:00:00,0.0,0
60,2019-12-07 19:01:00,0.0,0
61,2019-12-07 19:02:00,0.0,0
62,2019-12-07 19:03:00,0.0,0
63,2019-12-07 19:04:00,0.0,0
64,2019-12-07 19:05:00,0.0,0
65,2019-12-07 19:06:00,0.0,0
66,2019-12-07 19:07:00,0.0,0
67,2019-12-07 19:08:00,0.0,0
68,2019-12-07 19:09:00,0.0,0
69,2019-12-07 19:10:00,0.0,0
70,2019-12-07 19:11:00,0.0,0
71,2019-12-07 19:12:00,0.0,0
72,2019-12-07 19:13:00,0.0,0
73,2019-12-07 19:14:00,0.0,0
74,2019-12-07 19:15:00,0.0,0
75,2019-12-07 19:16:00,0.0,0
76,2019-12-07 19:17:00,0.0,0
77,2019-12-07 19:18:00,0.0,0
78,2019-12-07 19:19:00,0.0,0
79,2019-12-07 19:20:00,0.0,0
80,2019-12-07 19:21:00,0.0,0
81,2019-12-07 19:22:00,0.0,0
82,2019-12-07 19:23:00,0.0,0
83,2019-12-07 19:24:00,0.0,0
84,2019-12-07 19:25:00,0.0,0
85,2019-12-07 19:26:00,0.0,0
86,2019-12-07 19:27:00,0.0,0
87,2019-12-07 19:28:00,0.0,0
88,2019-12-07 19:29:00,0.0,0
89,2019-12-07 19:30:00,0.0,0
90,2019-12-07 19:31:00,0.0,0
91,2019-12-07 19:32:00,0.0,0
92,2019-12-07 19:33:00,0.0,0
93,2019-12-07 19:34:00,0.0,0
94,2019-12-07 19:35:00,0.0,0
