ctime,activePower,label
2020-03-07 15:00:00,0.0,0.0
2020-03-07 15:01:00,0.0,0.0
2020-03-07 15:02:00,0.0,0.0
2020-03-07 15:03:00,0.0,0.0
2020-03-07 15:04:00,0.0,0.0
2020-03-07 15:05:00,0.0,0.0
2020-03-07 15:06:00,0.0,0.0
2020-03-07 15:07:00,0.0,0.0
2020-03-07 15:08:00,0.0,0.0
2020-03-07 15:09:00,0.0,0.0
2020-03-07 15:10:00,0.0,0.0
2020-03-07 15:11:00,0.0,0.0
2020-03-07 15:12:00,0.0,0.0
2020-03-07 15:13:00,0.0,0.0
2020-03-07 15:14:00,0.0,0.0
2020-03-07 15:15:00,0.0,0.0
2020-03-07 15:16:00,0.0,0.0
2020-03-07 15:17:00,0.0,0.0
2020-03-07 15:18:00,0.0,0.0
2020-03-07 15:19:00,0.0,0.0
2020-03-07 15:20:00,0.0,0.0
2020-03-07 15:21:00,0.0,0.0
2020-03-07 15:22:00,0.0,0.0
2020-03-07 15:23:00,0.0,0.0
2020-03-07 15:24:00,0.0,0.0
2020-03-07 15:25:00,0.0,0.0
2020-03-07 15:26:00,0.0,0.0
2020-03-07 15:27:00,0.0,0.0
2020-03-07 15:28:00,0.0,0.0
2020-03-07 15:29:00,0.0,0.0
2020-03-07 15:30:00,0.0,0.0
2020-03-07 15:31:00,0.0,0.0
2020-03-07 15:32:00,0.0,0.0
2020-03-07 15:33:00,0.6,0.0
2020-03-07 15:34:00,1.2,0.0
2020-03-07 15:35:00,1.8,0.0
2020-03-07 15:36:00,2.4,0.0
2020-03-07 15:37:00,3.0,0.0
2020-03-07 15:38:00,146.0,0.0
2020-03-07 15:39:00,144.0,0.0
2020-03-07 15:40:00,144.0,0.0
2020-03-07 15:41:00,145.0,0.0
2020-03-07 15:42:00,143.0,0.0
2020-03-07 15:43:00,361.0,0.0
2020-03-07 15:44:00,369.0,0.0
2020-03-07 15:45:00,386.0,0.0
2020-03-07 15:46:00,399.0,0.0
2020-03-07 15:47:00,406.0,0.0
2020-03-07 15:48:00,414.0,0.0
2020-03-07 15:49:00,420.0,0.0
2020-03-07 15:50:00,430.0,0.0
2020-03-07 15:51:00,440.0,0.0
2020-03-07 15:52:00,444.0,0.0
2020-03-07 15:53:00,446.0,0.0
2020-03-07 15:54:00,448.0,0.0
2020-03-07 15:55:00,455.0,0.0
2020-03-07 15:56:00,462.0,0.0
2020-03-07 15:57:00,460.0,0.0
2020-03-07 15:58:00,463.0,0.0
2020-03-07 15:59:00,463.0,0.0
2020-03-07 16:00:00,466.0,0.0
2020-03-07 16:01:00,471.0,0.0
2020-03-07 16:02:00,474.0,0.0
2020-03-07 16:03:00,476.0,0.0
2020-03-07 16:04:00,478.0,0.0
2020-03-07 16:05:00,480.0,0.0
2020-03-07 16:06:00,482.0,0.0
2020-03-07 16:07:00,484.0,0.0
2020-03-07 16:08:00,490.0,0.0
2020-03-07 16:09:00,489.0,0.0
2020-03-07 16:10:00,498.0,0.0
2020-03-07 16:11:00,494.0,0.0
2020-03-07 16:12:00,495.0,0.0
2020-03-07 16:13:00,497.0,0.0
2020-03-07 16:14:00,505.0,0.0
2020-03-07 16:15:00,503.0,0.0
2020-03-07 16:16:00,507.0,0.0
2020-03-07 16:17:00,503.0,0.0
2020-03-07 16:18:00,509.0,0.0
2020-03-07 16:19:00,508.0,0.0
2020-03-07 16:20:00,508.0,0.0
2020-03-07 16:21:00,510.0,0.0
2020-03-07 16:22:00,517.0,0.0
2020-03-07 16:23:00,514.0,0.0
2020-03-07 16:24:00,518.0,0.0
2020-03-07 16:25:00,521.0,0.0
2020-03-07 16:26:00,519.0,0.0
2020-03-07 16:27:00,523.0,0.0
2020-03-07 16:28:00,522.0,0.0
2020-03-07 16:29:00,527.0,0.0
2020-03-07 16:30:00,529.0,0.0
2020-03-07 16:31:00,534.0,0.0
2020-03-07 16:32:00,535.0,0.0
2020-03-07 16:33:00,535.0,0.0
2020-03-07 16:34:00,534.0,0.0
2020-03-07 16:35:00,536.0,0.0
2020-03-07 16:36:00,538.0,0.0
2020-03-07 16:37:00,538.0,0.0
2020-03-07 16:38:00,543.0,0.0
2020-03-07 16:39:00,539.0,0.0
2020-03-07 16:40:00,540.0,0.0
2020-03-07 16:41:00,546.0,0.0
2020-03-07 16:42:00,548.0,0.0
2020-03-07 16:43:00,550.0,0.0
2020-03-07 16:44:00,554.0,0.0
2020-03-07 16:45:00,587.0,0.0
2020-03-07 16:46:00,568.0,0.0
2020-03-07 16:47:00,555.0,0.0
2020-03-07 16:48:00,558.0,0.0
2020-03-07 16:49:00,560.0,0.0
2020-03-07 16:50:00,583.0,0.0
2020-03-07 16:51:00,578.0,0.0
2020-03-07 16:52:00,575.0,0.0
2020-03-07 16:53:00,559.0,0.0
2020-03-07 16:54:00,563.0,0.0
2020-03-07 16:55:00,596.0,0.0
2020-03-07 16:56:00,581.0,0.0
2020-03-07 16:57:00,575.0,0.0
2020-03-07 16:58:00,563.0,0.0
2020-03-07 16:59:00,572.0,0.0
2020-03-07 17:00:00,612.0,0.0
2020-03-07 17:01:00,573.0,0.0
2020-03-07 17:02:00,582.0,0.0
2020-03-07 17:03:00,583.0,0.0
2020-03-07 17:04:00,567.0,0.0
2020-03-07 17:05:00,580.0,0.0
2020-03-07 17:06:00,604.0,0.0
2020-03-07 17:07:00,586.0,0.0
2020-03-07 17:08:00,580.0,0.0
2020-03-07 17:09:00,571.0,0.0
2020-03-07 17:10:00,581.0,0.0
2020-03-07 17:11:00,615.0,0.0
2020-03-07 17:12:00,592.0,0.0
2020-03-07 17:13:00,590.0,0.0
2020-03-07 17:14:00,578.0,0.0
2020-03-07 17:15:00,579.0,0.0
2020-03-07 17:16:00,577.0,0.0
2020-03-07 17:17:00,622.0,0.0
2020-03-07 17:18:00,595.0,0.0
2020-03-07 17:19:00,575.0,0.0
2020-03-07 17:20:00,576.0,0.0
2020-03-07 17:21:00,591.0,0.0
2020-03-07 17:22:00,612.0,0.0
2020-03-07 17:23:00,586.0,0.0
2020-03-07 17:24:00,590.0,0.0
2020-03-07 17:25:00,579.0,0.0
2020-03-07 17:26:00,593.0,0.0
2020-03-07 17:27:00,622.0,0.0
2020-03-07 17:28:00,595.0,0.0
2020-03-07 17:29:00,592.0,0.0
2020-03-07 17:30:00,577.0,0.0
2020-03-07 17:31:00,594.0,0.0
2020-03-07 17:32:00,592.0,0.0
2020-03-07 17:33:00,613.0,0.0
2020-03-07 17:34:00,597.0,0.0
2020-03-07 17:35:00,580.0,0.0
2020-03-07 17:36:00,572.0,0.0
2020-03-07 17:37:00,590.0,0.0
2020-03-07 17:38:00,632.0,0.0
2020-03-07 17:39:00,594.0,0.0
2020-03-07 17:40:00,594.0,0.0
2020-03-07 17:41:00,572.0,0.0
2020-03-07 17:42:00,587.0,0.0
2020-03-07 17:43:00,616.0,0.0
2020-03-07 17:44:00,577.0,0.0
2020-03-07 17:45:00,585.0,0.0
2020-03-07 17:46:00,566.0,0.0
2020-03-07 17:47:00,571.0,0.0
2020-03-07 17:48:00,581.0,0.0
2020-03-07 17:49:00,620.0,0.0
2020-03-07 17:50:00,585.0,0.0
2020-03-07 17:51:00,583.0,0.0
2020-03-07 17:52:00,566.0,0.0
2020-03-07 17:53:00,576.0,0.0
