ctime,activePower,label
2020-02-07 12:00:00,0.0,0.0
2020-02-07 12:01:00,0.0,0.0
2020-02-07 12:02:00,0.0,0.0
2020-02-07 12:03:00,0.0,0.0
2020-02-07 12:04:00,0.0,0.0
2020-02-07 12:05:00,0.0,0.0
2020-02-07 12:06:00,0.0,0.0
2020-02-07 12:07:00,0.0,0.0
2020-02-07 12:08:00,0.0,0.0
2020-02-07 12:09:00,0.0,0.0
2020-02-07 12:10:00,0.0,0.0
2020-02-07 12:11:00,0.0,0.0
2020-02-07 12:12:00,0.0,0.0
2020-02-07 12:13:00,0.0,0.0
2020-02-07 12:14:00,0.0,0.0
2020-02-07 12:15:00,0.0,0.0
2020-02-07 12:16:00,0.0,0.0
2020-02-07 12:17:00,0.0,0.0
2020-02-07 12:18:00,0.0,0.0
2020-02-07 12:19:00,0.0,0.0
2020-02-07 12:20:00,0.0,0.0
2020-02-07 12:21:00,0.0,0.0
2020-02-07 12:22:00,0.0,0.0
2020-02-07 12:23:00,0.0,0.0
2020-02-07 12:24:00,0.0,0.0
2020-02-07 12:25:00,0.0,0.0
2020-02-07 12:26:00,0.0,0.0
2020-02-07 12:27:00,0.0,0.0
2020-02-07 12:28:00,0.0,0.0
2020-02-07 12:29:00,0.0,0.0
2020-02-07 12:30:00,0.0,0.0
2020-02-07 12:31:00,0.0,0.0
2020-02-07 12:32:00,0.0,0.0
2020-02-07 12:33:00,0.0,0.0
2020-02-07 12:34:00,0.0,0.0
2020-02-07 12:35:00,0.0,0.0
2020-02-07 12:36:00,0.0,0.0
2020-02-07 12:37:00,0.0,0.0
2020-02-07 12:38:00,0.0,0.0
2020-02-07 12:39:00,0.0,0.0
2020-02-07 12:40:00,0.0,0.0
2020-02-07 12:41:00,0.0,0.0
2020-02-07 12:42:00,0.0,0.0
2020-02-07 12:43:00,0.0,0.0
2020-02-07 12:44:00,0.0,0.0
2020-02-07 12:45:00,0.0,0.0
2020-02-07 12:46:00,0.0,0.0
2020-02-07 12:47:00,0.0,0.0
2020-02-07 12:48:00,0.0,0.0
2020-02-07 12:49:00,0.0,0.0
2020-02-07 12:50:00,0.0,0.0
2020-02-07 12:51:00,0.0,0.0
2020-02-07 12:52:00,0.0,0.0
2020-02-07 12:53:00,0.0,0.0
2020-02-07 12:54:00,0.0,0.0
2020-02-07 12:55:00,0.0,0.0
2020-02-07 12:56:00,0.0,0.0
2020-02-07 12:57:00,0.0,0.0
2020-02-07 12:58:00,0.0,0.0
2020-02-07 12:59:00,0.0,0.0
2020-02-07 13:00:00,0.0,0.0
2020-02-07 13:01:00,0.0,0.0
2020-02-07 13:02:00,0.0,0.0
2020-02-07 13:03:00,0.0,0.0
2020-02-07 13:04:00,0.0,0.0
2020-02-07 13:05:00,0.0,0.0
2020-02-07 13:06:00,0.0,0.0
2020-02-07 13:07:00,0.0,0.0
2020-02-07 13:08:00,0.0,0.0
2020-02-07 13:09:00,0.0,0.0
2020-02-07 13:10:00,0.0,0.0
2020-02-07 13:11:00,0.0,0.0
2020-02-07 13:12:00,0.0,0.0
2020-02-07 13:13:00,0.0,0.0
2020-02-07 13:14:00,0.0,0.0
2020-02-07 13:15:00,0.0,0.0
2020-02-07 13:16:00,0.0,0.0
2020-02-07 13:17:00,0.0,0.0
2020-02-07 13:18:00,0.0,0.0
2020-02-07 13:19:00,0.0,0.0
2020-02-07 13:20:00,0.0,0.0
2020-02-07 13:21:00,0.0,0.0
2020-02-07 13:22:00,0.0,0.0
2020-02-07 13:23:00,0.0,0.0
2020-02-07 13:24:00,0.0,0.0
2020-02-07 13:25:00,0.0,0.0
2020-02-07 13:26:00,0.0,0.0
2020-02-07 13:27:00,0.0,0.0
2020-02-07 13:28:00,0.0,0.0
2020-02-07 13:29:00,0.0,0.0
2020-02-07 13:30:00,0.0,0.0
2020-02-07 13:31:00,0.0,0.0
2020-02-07 13:32:00,0.0,0.0
2020-02-07 13:33:00,0.0,0.0
2020-02-07 13:34:00,0.0,0.0
2020-02-07 13:35:00,0.0,0.0
2020-02-07 13:36:00,0.0,0.0
2020-02-07 13:37:00,0.0,0.0
2020-02-07 13:38:00,0.0,0.0
2020-02-07 13:39:00,0.0,0.0
2020-02-07 13:40:00,0.0,0.0
2020-02-07 13:41:00,0.0,0.0
2020-02-07 13:42:00,0.0,0.0
2020-02-07 13:43:00,0.0,0.0
2020-02-07 13:44:00,0.0,0.0
2020-02-07 13:45:00,0.0,0.0
2020-02-07 13:46:00,0.0,0.0
2020-02-07 13:47:00,0.0,0.0
2020-02-07 13:48:00,0.0,0.0
2020-02-07 13:49:00,0.0,0.0
2020-02-07 13:50:00,0.0,0.0
2020-02-07 13:51:00,0.0,0.0
2020-02-07 13:52:00,0.0,0.0
2020-02-07 13:53:00,0.0,0.0
2020-02-07 13:54:00,0.0,0.0
2020-02-07 13:55:00,0.0,0.0
2020-02-07 13:56:00,0.0,0.0
2020-02-07 13:57:00,0.0,0.0
2020-02-07 13:58:00,0.0,0.0
2020-02-07 13:59:00,0.0,0.0
2020-02-07 14:00:00,0.0,0.0
2020-02-07 14:01:00,0.0,0.0
2020-02-07 14:02:00,0.0,0.0
2020-02-07 14:03:00,0.0,0.0
2020-02-07 14:04:00,0.0,0.0
2020-02-07 14:05:00,0.0,0.0
2020-02-07 14:06:00,0.0,0.0
2020-02-07 14:07:00,0.0,0.0
2020-02-07 14:08:00,0.0,0.0
2020-02-07 14:09:00,0.0,0.0
2020-02-07 14:10:00,0.0,0.0
2020-02-07 14:11:00,0.0,0.0
2020-02-07 14:12:00,0.0,0.0
2020-02-07 14:13:00,0.0,0.0
2020-02-07 14:14:00,0.0,0.0
2020-02-07 14:15:00,0.0,0.0
2020-02-07 14:16:00,0.0,0.0
2020-02-07 14:17:00,0.0,0.0
2020-02-07 14:18:00,0.0,0.0
2020-02-07 14:19:00,0.0,0.0
2020-02-07 14:20:00,15.0,0.0
2020-02-07 14:21:00,9.0,0.0
2020-02-07 14:22:00,11.0,0.0
2020-02-07 14:23:00,32.0,0.0
2020-02-07 14:24:00,2098.0,0.0
2020-02-07 14:25:00,2076.0,0.0
2020-02-07 14:26:00,2094.0,0.0
2020-02-07 14:27:00,2086.0,0.0
2020-02-07 14:28:00,2024.0,0.0
2020-02-07 14:29:00,2040.0,0.0
2020-02-07 14:30:00,2043.0,0.0
2020-02-07 14:31:00,2018.0,0.0
2020-02-07 14:32:00,1991.0,0.0
2020-02-07 14:33:00,2000.0,0.0
2020-02-07 14:34:00,2057.136674033293,1.0
2020-02-07 14:35:00,2059.5656399772924,1.0
2020-02-07 14:36:00,2058.8096692800164,1.0
2020-02-07 14:37:00,2046.0748605836918,1.0
2020-02-07 14:38:00,2058.842493389747,1.0
2020-02-07 14:39:00,2051.7596498200382,1.0
2020-02-07 14:40:00,2056.035105560456,1.0
2020-02-07 14:41:00,2054.3967916240285,1.0
2020-02-07 14:42:00,2052.5358133621417,1.0
2020-02-07 14:43:00,56.0,0.0
2020-02-07 14:44:00,60.0,0.0
2020-02-07 14:45:00,61.0,0.0
2020-02-07 14:46:00,49.0,0.0
2020-02-07 14:47:00,50.0,0.0
2020-02-07 14:48:00,57.0,0.0
2020-02-07 14:49:00,59.0,0.0
2020-02-07 14:50:00,48.0,0.0
2020-02-07 14:51:00,47.0,0.0
2020-02-07 14:52:00,54.0,0.0
2020-02-07 14:53:00,29.0,0.0
2020-02-07 14:54:00,1036.0,0.0
2020-02-07 14:55:00,2043.0,0.0
2020-02-07 14:56:00,2047.0,0.0
2020-02-07 14:57:00,2056.0,0.0
2020-02-07 14:58:00,2032.0,0.0
2020-02-07 14:59:00,2059.2406352828134,1.0
2020-02-07 15:00:00,2061.9478462541147,1.0
2020-02-07 15:01:00,2059.3257877874926,1.0
2020-02-07 15:02:00,2058.2659406798216,1.0
2020-02-07 15:03:00,2066.7617571775186,1.0
2020-02-07 15:04:00,17.0,0.0
2020-02-07 15:05:00,21.0,0.0
2020-02-07 15:06:00,2046.0,0.0
2020-02-07 15:07:00,2052.0,0.0
2020-02-07 15:08:00,2059.0,0.0
2020-02-07 15:09:00,1981.0,0.0
2020-02-07 15:10:00,1967.0,0.0
2020-02-07 15:11:00,1993.0,0.0
2020-02-07 15:12:00,2007.0,0.0
2020-02-07 15:13:00,2014.0,0.0
2020-02-07 15:14:00,1992.0,0.0
2020-02-07 15:15:00,1974.0,0.0
2020-02-07 15:16:00,1953.0,0.0
2020-02-07 15:17:00,1923.0,0.0
2020-02-07 15:18:00,1996.9191092592368,1.0
2020-02-07 15:19:00,1995.1580730836504,1.0
2020-02-07 15:20:00,2001.682198911948,1.0
2020-02-07 15:21:00,1998.4914477540815,1.0
2020-02-07 15:22:00,2009.2158275064696,1.0
2020-02-07 15:23:00,2007.860368609248,1.0
2020-02-07 15:24:00,2008.846345119743,1.0
2020-02-07 15:25:00,2004.9083777010476,1.0
2020-02-07 15:26:00,1994.133243466907,1.0
2020-02-07 15:27:00,1997.802127443492,1.0
2020-02-07 15:28:00,26.0,0.0
2020-02-07 15:29:00,9.0,0.0
2020-02-07 15:30:00,3.0,0.0
2020-02-07 15:31:00,2.0,0.0
2020-02-07 15:32:00,0.0,0.0
2020-02-07 15:33:00,0.0,0.0
2020-02-07 15:34:00,0.0,0.0
2020-02-07 15:35:00,0.0,0.0
2020-02-07 15:36:00,0.0,0.0
2020-02-07 15:37:00,0.0,0.0
2020-02-07 15:38:00,0.0,0.0
2020-02-07 15:39:00,0.0,0.0
2020-02-07 15:40:00,0.0,0.0
2020-02-07 15:41:00,0.0,0.0
2020-02-07 15:42:00,0.0,0.0
2020-02-07 15:43:00,0.0,0.0
2020-02-07 15:44:00,0.0,0.0
2020-02-07 15:45:00,0.0,0.0
2020-02-07 15:46:00,0.0,0.0
2020-02-07 15:47:00,0.0,0.0
2020-02-07 15:48:00,0.0,0.0
2020-02-07 15:49:00,0.0,0.0
2020-02-07 15:50:00,0.0,0.0
2020-02-07 15:51:00,0.0,0.0
2020-02-07 15:52:00,0.0,0.0
2020-02-07 15:53:00,0.0,0.0
2020-02-07 15:54:00,0.0,0.0
2020-02-07 15:55:00,0.0,0.0
2020-02-07 15:56:00,0.0,0.0
2020-02-07 15:57:00,0.0,0.0
2020-02-07 15:58:00,0.0,0.0
2020-02-07 15:59:00,0.0,0.0
2020-02-07 16:00:00,0.0,0.0
2020-02-07 16:01:00,0.0,0.0
2020-02-07 16:02:00,0.0,0.0
2020-02-07 16:03:00,0.0,0.0
2020-02-07 16:04:00,0.0,0.0
2020-02-07 16:05:00,0.0,0.0
2020-02-07 16:06:00,0.0,0.0
2020-02-07 16:07:00,0.0,0.0
2020-02-07 16:08:00,0.0,0.0
2020-02-07 16:09:00,0.0,0.0
2020-02-07 16:10:00,0.0,0.0
2020-02-07 16:11:00,0.0,0.0
2020-02-07 16:12:00,0.0,0.0
2020-02-07 16:13:00,0.0,0.0
2020-02-07 16:14:00,0.0,0.0
2020-02-07 16:15:00,0.0,0.0
2020-02-07 16:16:00,0.0,0.0
2020-02-07 16:17:00,0.0,0.0
2020-02-07 16:18:00,0.0,0.0
2020-02-07 16:19:00,0.0,0.0
2020-02-07 16:20:00,0.0,0.0
2020-02-07 16:21:00,0.0,0.0
2020-02-07 16:22:00,0.0,0.0
2020-02-07 16:23:00,0.0,0.0
2020-02-07 16:24:00,0.0,0.0
2020-02-07 16:25:00,0.0,0.0
2020-02-07 16:26:00,0.0,0.0
2020-02-07 16:27:00,0.0,0.0
2020-02-07 16:28:00,0.0,0.0
2020-02-07 16:29:00,0.0,0.0
2020-02-07 16:30:00,0.0,0.0
2020-02-07 16:31:00,0.0,0.0
2020-02-07 16:32:00,0.0,0.0
2020-02-07 16:33:00,0.0,0.0
2020-02-07 16:34:00,0.0,0.0
2020-02-07 16:35:00,0.0,0.0
2020-02-07 16:36:00,0.0,0.0
2020-02-07 16:37:00,0.0,0.0
2020-02-07 16:38:00,0.0,0.0
2020-02-07 16:39:00,0.0,0.0
2020-02-07 16:40:00,0.0,0.0
2020-02-07 16:41:00,0.0,0.0
2020-02-07 16:42:00,0.0,0.0
2020-02-07 16:43:00,0.0,0.0
2020-02-07 16:44:00,0.0,0.0
2020-02-07 16:45:00,0.0,0.0
2020-02-07 16:46:00,0.0,0.0
2020-02-07 16:47:00,0.0,0.0
2020-02-07 16:48:00,0.0,0.0
2020-02-07 16:49:00,0.0,0.0
2020-02-07 16:50:00,0.0,0.0
2020-02-07 16:51:00,0.0,0.0
2020-02-07 16:52:00,0.0,0.0
2020-02-07 16:53:00,0.0,0.0
2020-02-07 16:54:00,0.0,0.0
2020-02-07 16:55:00,0.0,0.0
2020-02-07 16:56:00,0.0,0.0
2020-02-07 16:57:00,0.0,0.0
2020-02-07 16:58:00,0.0,0.0
2020-02-07 16:59:00,0.0,0.0
2020-02-07 17:00:00,0.0,0.0
2020-02-07 17:01:00,0.0,0.0
2020-02-07 17:02:00,0.0,0.0
2020-02-07 17:03:00,0.0,0.0
2020-02-07 17:04:00,0.0,0.0
2020-02-07 17:05:00,0.0,0.0
2020-02-07 17:06:00,0.0,0.0
2020-02-07 17:07:00,0.0,0.0
2020-02-07 17:08:00,0.0,0.0
2020-02-07 17:09:00,0.0,0.0
2020-02-07 17:10:00,0.0,0.0
2020-02-07 17:11:00,0.0,0.0
2020-02-07 17:12:00,0.0,0.0
2020-02-07 17:13:00,0.0,0.0
2020-02-07 17:14:00,0.0,0.0
2020-02-07 17:15:00,0.0,0.0
2020-02-07 17:16:00,0.0,0.0
2020-02-07 17:17:00,0.0,0.0
2020-02-07 17:18:00,0.0,0.0
2020-02-07 17:19:00,0.0,0.0
2020-02-07 17:20:00,0.0,0.0
2020-02-07 17:21:00,0.0,0.0
2020-02-07 17:22:00,0.0,0.0
2020-02-07 17:23:00,0.0,0.0
2020-02-07 17:24:00,0.0,0.0
2020-02-07 17:25:00,0.0,0.0
2020-02-07 17:26:00,0.0,0.0
2020-02-07 17:27:00,0.0,0.0
2020-02-07 17:28:00,0.0,0.0
2020-02-07 17:29:00,0.0,0.0
2020-02-07 17:30:00,0.0,0.0
2020-02-07 17:31:00,0.0,0.0
2020-02-07 17:32:00,0.0,0.0
2020-02-07 17:33:00,0.0,0.0
2020-02-07 17:34:00,0.0,0.0
2020-02-07 17:35:00,0.0,0.0
2020-02-07 17:36:00,0.0,0.0
2020-02-07 17:37:00,0.0,0.0
2020-02-07 17:38:00,0.0,0.0
2020-02-07 17:39:00,0.0,0.0
2020-02-07 17:40:00,0.0,0.0
2020-02-07 17:41:00,0.0,0.0
2020-02-07 17:42:00,0.0,0.0
2020-02-07 17:43:00,0.0,0.0
2020-02-07 17:44:00,0.0,0.0
2020-02-07 17:45:00,0.0,0.0
2020-02-07 17:46:00,0.0,0.0
2020-02-07 17:47:00,0.0,0.0
2020-02-07 17:48:00,0.0,0.0
2020-02-07 17:49:00,0.0,0.0
2020-02-07 17:50:00,0.0,0.0
2020-02-07 17:51:00,0.0,0.0
